"","species","taxon1","taxon2","taxon3","taxon4","taxon5","taxon6","taxon7"
"4624","0","0",NA,NA,NA,NA,NA,NA
"4625","0","0",NA,NA,NA,NA,NA,NA
"4626","0","0",NA,NA,NA,NA,NA,NA
"4627","0","0",NA,NA,NA,NA,NA,NA
"4628","0","0",NA,NA,NA,NA,NA,NA
"4629","0","0",NA,NA,NA,NA,NA,NA
"4630","0","0",NA,NA,NA,NA,NA,NA
"4631","0","0",NA,NA,NA,NA,NA,NA
"4632","0","0",NA,NA,NA,NA,NA,NA
"4633","0","0",NA,NA,NA,NA,NA,NA
"4634","0","0",NA,NA,NA,NA,NA,NA
"4635","0","0",NA,NA,NA,NA,NA,NA
"4636","0","0",NA,NA,NA,NA,NA,NA
"4637","0","0",NA,NA,NA,NA,NA,NA
"4638","0","0",NA,NA,NA,NA,NA,NA
"4639","0","0",NA,NA,NA,NA,NA,NA
"4640","0","0",NA,NA,NA,NA,NA,NA
"4641","0","0",NA,NA,NA,NA,NA,NA
"4642","0","0",NA,NA,NA,NA,NA,NA
"4643","0","0",NA,NA,NA,NA,NA,NA
"4644","0","0",NA,NA,NA,NA,NA,NA
"4645","0","0",NA,NA,NA,NA,NA,NA
"4646","0","0",NA,NA,NA,NA,NA,NA
"4647","0","0",NA,NA,NA,NA,NA,NA
"4648","0","0",NA,NA,NA,NA,NA,NA
"4649","0","0",NA,NA,NA,NA,NA,NA
"4650","0","0",NA,NA,NA,NA,NA,NA
"4651","0","0",NA,NA,NA,NA,NA,NA
"4652","0","0",NA,NA,NA,NA,NA,NA
"4653","0","0",NA,NA,NA,NA,NA,NA
"4654","0","0",NA,NA,NA,NA,NA,NA
"4655","0","0",NA,NA,NA,NA,NA,NA
"4656","0","0",NA,NA,NA,NA,NA,NA
"4657","0","0",NA,NA,NA,NA,NA,NA
"4658","0","0",NA,NA,NA,NA,NA,NA
"4659","0","0",NA,NA,NA,NA,NA,NA
"4660","0","0",NA,NA,NA,NA,NA,NA
"4661","0","0",NA,NA,NA,NA,NA,NA
"4662","0","0",NA,NA,NA,NA,NA,NA
"4663","0","0",NA,NA,NA,NA,NA,NA
"4664","0","0",NA,NA,NA,NA,NA,NA
"4665","0","0",NA,NA,NA,NA,NA,NA
"4666","0","0",NA,NA,NA,NA,NA,NA
"4667","0","0",NA,NA,NA,NA,NA,NA
"4668","0","0",NA,NA,NA,NA,NA,NA
"4669","0","0",NA,NA,NA,NA,NA,NA
"4670","0","0",NA,NA,NA,NA,NA,NA
"4671","0","0",NA,NA,NA,NA,NA,NA
"4672","0","0",NA,NA,NA,NA,NA,NA
"4673","0","0",NA,NA,NA,NA,NA,NA
"4674","0","0",NA,NA,NA,NA,NA,NA
"4675","0","0",NA,NA,NA,NA,NA,NA
"4676","0","0",NA,NA,NA,NA,NA,NA
"4677","0","0",NA,NA,NA,NA,NA,NA
"4678","0","0",NA,NA,NA,NA,NA,NA
"4679","0","0",NA,NA,NA,NA,NA,NA
"4680","0","0",NA,NA,NA,NA,NA,NA
"4681","0","0",NA,NA,NA,NA,NA,NA
"4682","0","0",NA,NA,NA,NA,NA,NA
"4683","0","0",NA,NA,NA,NA,NA,NA
"4684","0","0",NA,NA,NA,NA,NA,NA
"4685","0","0",NA,NA,NA,NA,NA,NA
"4686","0","0",NA,NA,NA,NA,NA,NA
"4687","0","0",NA,NA,NA,NA,NA,NA
"4688","0","0",NA,NA,NA,NA,NA,NA
"4689","0","0",NA,NA,NA,NA,NA,NA
"4690","0","0",NA,NA,NA,NA,NA,NA
"4691","0","0",NA,NA,NA,NA,NA,NA
"4692","0","0",NA,NA,NA,NA,NA,NA
"4693","0","0",NA,NA,NA,NA,NA,NA
"4694","0","0",NA,NA,NA,NA,NA,NA
"4695","0","0",NA,NA,NA,NA,NA,NA
"4696","0","0",NA,NA,NA,NA,NA,NA
"4697","0","0",NA,NA,NA,NA,NA,NA
"4698","0","0",NA,NA,NA,NA,NA,NA
"4699","0","0",NA,NA,NA,NA,NA,NA
"4700","0","0",NA,NA,NA,NA,NA,NA
"4701","0","0",NA,NA,NA,NA,NA,NA
"4702","0","0",NA,NA,NA,NA,NA,NA
"4703","0","0",NA,NA,NA,NA,NA,NA
"4704","0","0",NA,NA,NA,NA,NA,NA
"4705","0","0",NA,NA,NA,NA,NA,NA
"4706","0","0",NA,NA,NA,NA,NA,NA
"4707","0","0",NA,NA,NA,NA,NA,NA
"4708","0","0",NA,NA,NA,NA,NA,NA
"4709","0","0",NA,NA,NA,NA,NA,NA
"4710","0","0",NA,NA,NA,NA,NA,NA
"4711","0","0",NA,NA,NA,NA,NA,NA
"4712","0","0",NA,NA,NA,NA,NA,NA
"4713","0","0",NA,NA,NA,NA,NA,NA
"4714","0","0",NA,NA,NA,NA,NA,NA
"4715","0","0",NA,NA,NA,NA,NA,NA
"4716","0","0",NA,NA,NA,NA,NA,NA
"4717","0","0",NA,NA,NA,NA,NA,NA
"4718","0","0",NA,NA,NA,NA,NA,NA
"4719","0","0",NA,NA,NA,NA,NA,NA
"4720","0","0",NA,NA,NA,NA,NA,NA
"4721","0","0",NA,NA,NA,NA,NA,NA
"4722","0","0",NA,NA,NA,NA,NA,NA
"4723","0","0",NA,NA,NA,NA,NA,NA
"4724","0","0",NA,NA,NA,NA,NA,NA
"4725","0","0",NA,NA,NA,NA,NA,NA
"4726","0","0",NA,NA,NA,NA,NA,NA
"4727","0","0",NA,NA,NA,NA,NA,NA
"4728","0","0",NA,NA,NA,NA,NA,NA
"4729","0","0",NA,NA,NA,NA,NA,NA
"4730","0","0",NA,NA,NA,NA,NA,NA
"4731","0","0",NA,NA,NA,NA,NA,NA
"4732","0","0",NA,NA,NA,NA,NA,NA
"4733","0","0",NA,NA,NA,NA,NA,NA
"4734","0","0",NA,NA,NA,NA,NA,NA
"4735","0","0",NA,NA,NA,NA,NA,NA
"4736","0","0",NA,NA,NA,NA,NA,NA
"4737","0","0",NA,NA,NA,NA,NA,NA
"4738","0","0",NA,NA,NA,NA,NA,NA
"4739","0","0",NA,NA,NA,NA,NA,NA
"4740","0","0",NA,NA,NA,NA,NA,NA
"4741","0","0",NA,NA,NA,NA,NA,NA
"4742","0","0",NA,NA,NA,NA,NA,NA
"4743","0","0",NA,NA,NA,NA,NA,NA
"4744","0","0",NA,NA,NA,NA,NA,NA
"4745","0","0",NA,NA,NA,NA,NA,NA
"4746","0","0",NA,NA,NA,NA,NA,NA
"4747","0","0",NA,NA,NA,NA,NA,NA
"4748","0","0",NA,NA,NA,NA,NA,NA
"4749","0","0",NA,NA,NA,NA,NA,NA
"4750","0","0",NA,NA,NA,NA,NA,NA
"4751","0","0",NA,NA,NA,NA,NA,NA
"4752","0","0",NA,NA,NA,NA,NA,NA
"4753","0","0",NA,NA,NA,NA,NA,NA
"4754","0","0",NA,NA,NA,NA,NA,NA
"4755","0","0",NA,NA,NA,NA,NA,NA
"4756","0","0",NA,NA,NA,NA,NA,NA
"4757","0","0",NA,NA,NA,NA,NA,NA
"4758","0","0",NA,NA,NA,NA,NA,NA
"4759","0","0",NA,NA,NA,NA,NA,NA
"4760","0","0",NA,NA,NA,NA,NA,NA
"4761","0","0",NA,NA,NA,NA,NA,NA
"4762","0","0",NA,NA,NA,NA,NA,NA
"4763","0","0",NA,NA,NA,NA,NA,NA
"4764","0","0",NA,NA,NA,NA,NA,NA
"4765","0","0",NA,NA,NA,NA,NA,NA
"4766","0","0",NA,NA,NA,NA,NA,NA
"4767","0","0",NA,NA,NA,NA,NA,NA
"4768","0","0",NA,NA,NA,NA,NA,NA
"4769","0","0",NA,NA,NA,NA,NA,NA
"4770","0","0",NA,NA,NA,NA,NA,NA
"4771","0","0",NA,NA,NA,NA,NA,NA
"4772","0","0",NA,NA,NA,NA,NA,NA
"4773","0","0",NA,NA,NA,NA,NA,NA
"4774","0","0",NA,NA,NA,NA,NA,NA
"4775","0","0",NA,NA,NA,NA,NA,NA
"4776","0","0",NA,NA,NA,NA,NA,NA
"4777","0","0",NA,NA,NA,NA,NA,NA
"4778","0","0",NA,NA,NA,NA,NA,NA
"4779","0","0",NA,NA,NA,NA,NA,NA
"4780","0","0",NA,NA,NA,NA,NA,NA
"4781","0","0",NA,NA,NA,NA,NA,NA
"4782","0","0",NA,NA,NA,NA,NA,NA
"4783","0","0",NA,NA,NA,NA,NA,NA
"4784","0","0",NA,NA,NA,NA,NA,NA
"4785","0","0",NA,NA,NA,NA,NA,NA
"4786","0","0",NA,NA,NA,NA,NA,NA
"4787","0","0",NA,NA,NA,NA,NA,NA
"4788","0","0",NA,NA,NA,NA,NA,NA
"4789","0","0",NA,NA,NA,NA,NA,NA
"4790","0","0",NA,NA,NA,NA,NA,NA
"4791","0","0",NA,NA,NA,NA,NA,NA
"4792","0","0",NA,NA,NA,NA,NA,NA
"4793","0","0",NA,NA,NA,NA,NA,NA
"4794","0","0",NA,NA,NA,NA,NA,NA
"4795","0","0",NA,NA,NA,NA,NA,NA
"4796","0","0",NA,NA,NA,NA,NA,NA
"4797","0","0",NA,NA,NA,NA,NA,NA
"4798","0","0",NA,NA,NA,NA,NA,NA
"4799","0","0",NA,NA,NA,NA,NA,NA
"4800","0","0",NA,NA,NA,NA,NA,NA
"4801","0","0",NA,NA,NA,NA,NA,NA
"4802","0","0",NA,NA,NA,NA,NA,NA
"4803","0","0",NA,NA,NA,NA,NA,NA
"4804","0","0",NA,NA,NA,NA,NA,NA
"4805","0","0",NA,NA,NA,NA,NA,NA
"4806","0","0",NA,NA,NA,NA,NA,NA
"4807","0","0",NA,NA,NA,NA,NA,NA
"4808","0","0",NA,NA,NA,NA,NA,NA
"4809","0","0",NA,NA,NA,NA,NA,NA
"4810","0","0",NA,NA,NA,NA,NA,NA
"4811","0","0",NA,NA,NA,NA,NA,NA
"4812","0","0",NA,NA,NA,NA,NA,NA
"4813","0","0",NA,NA,NA,NA,NA,NA
"4814","0","0",NA,NA,NA,NA,NA,NA
"4815","0","0",NA,NA,NA,NA,NA,NA
"4816","0","0",NA,NA,NA,NA,NA,NA
"4817","0","0",NA,NA,NA,NA,NA,NA
"4818","0","0",NA,NA,NA,NA,NA,NA
"4819","0","0",NA,NA,NA,NA,NA,NA
"4820","0","0",NA,NA,NA,NA,NA,NA
"4821","0","0",NA,NA,NA,NA,NA,NA
"4822","0","0",NA,NA,NA,NA,NA,NA
"4823","0","0",NA,NA,NA,NA,NA,NA
"4824","0","0",NA,NA,NA,NA,NA,NA
"4825","0","0",NA,NA,NA,NA,NA,NA
"4826","0","0",NA,NA,NA,NA,NA,NA
"4827","0","0",NA,NA,NA,NA,NA,NA
"4828","0","0",NA,NA,NA,NA,NA,NA
"4829","0","0",NA,NA,NA,NA,NA,NA
"4830","0","0",NA,NA,NA,NA,NA,NA
"4831","0","0",NA,NA,NA,NA,NA,NA
"4832","0","0",NA,NA,NA,NA,NA,NA
"4833","0","0",NA,NA,NA,NA,NA,NA
"4834","0","0",NA,NA,NA,NA,NA,NA
"4835","0","0",NA,NA,NA,NA,NA,NA
"4836","0","0",NA,NA,NA,NA,NA,NA
"4837","0","0",NA,NA,NA,NA,NA,NA
"4838","0","0",NA,NA,NA,NA,NA,NA
"4839","0","0",NA,NA,NA,NA,NA,NA
"4840","0","0",NA,NA,NA,NA,NA,NA
"4841","0","0",NA,NA,NA,NA,NA,NA
"4842","0","0",NA,NA,NA,NA,NA,NA
"4843","0","0",NA,NA,NA,NA,NA,NA
"4844","0","0",NA,NA,NA,NA,NA,NA
"4845","0","0",NA,NA,NA,NA,NA,NA
"4846","0","0",NA,NA,NA,NA,NA,NA
"4847","0","0",NA,NA,NA,NA,NA,NA
"4848","0","0",NA,NA,NA,NA,NA,NA
"4849","0","0",NA,NA,NA,NA,NA,NA
"4850","0","0",NA,NA,NA,NA,NA,NA
"4851","0","0",NA,NA,NA,NA,NA,NA
"4852","0","0",NA,NA,NA,NA,NA,NA
"4853","0","0",NA,NA,NA,NA,NA,NA
"4854","0","0",NA,NA,NA,NA,NA,NA
"4855","0","0",NA,NA,NA,NA,NA,NA
"4856","0","0",NA,NA,NA,NA,NA,NA
"4857","0","0",NA,NA,NA,NA,NA,NA
"4858","0","0",NA,NA,NA,NA,NA,NA
"4859","0","0",NA,NA,NA,NA,NA,NA
"4860","0","0",NA,NA,NA,NA,NA,NA
"4861","0","0",NA,NA,NA,NA,NA,NA
"4862","0","0",NA,NA,NA,NA,NA,NA
"4863","0","0",NA,NA,NA,NA,NA,NA
"4864","0","0",NA,NA,NA,NA,NA,NA
"4865","0","0",NA,NA,NA,NA,NA,NA
"4866","0","0",NA,NA,NA,NA,NA,NA
"4867","0","0",NA,NA,NA,NA,NA,NA
"4868","0","0",NA,NA,NA,NA,NA,NA
"4869","0","0",NA,NA,NA,NA,NA,NA
"4870","0","0",NA,NA,NA,NA,NA,NA
"4871","0","0",NA,NA,NA,NA,NA,NA
"4872","0","0",NA,NA,NA,NA,NA,NA
"4873","0","0",NA,NA,NA,NA,NA,NA
"4874","0","0",NA,NA,NA,NA,NA,NA
"4875","0","0",NA,NA,NA,NA,NA,NA
"4876","0","0",NA,NA,NA,NA,NA,NA
"4877","0","0",NA,NA,NA,NA,NA,NA
"4878","0","0",NA,NA,NA,NA,NA,NA
"4879","0","0",NA,NA,NA,NA,NA,NA
"4880","0","0",NA,NA,NA,NA,NA,NA
"4881","0","0",NA,NA,NA,NA,NA,NA
"4882","0","0",NA,NA,NA,NA,NA,NA
"4883","0","0",NA,NA,NA,NA,NA,NA
"4884","0","0",NA,NA,NA,NA,NA,NA
"4885","0","0",NA,NA,NA,NA,NA,NA
"4886","0","0",NA,NA,NA,NA,NA,NA
"4887","0","0",NA,NA,NA,NA,NA,NA
"4888","0","0",NA,NA,NA,NA,NA,NA
"4889","0","0",NA,NA,NA,NA,NA,NA
"4890","0","0",NA,NA,NA,NA,NA,NA
"4891","0","0",NA,NA,NA,NA,NA,NA
"4892","0","0",NA,NA,NA,NA,NA,NA
"4893","0","0",NA,NA,NA,NA,NA,NA
"4894","0","0",NA,NA,NA,NA,NA,NA
"4895","0","0",NA,NA,NA,NA,NA,NA
"4896","0","0",NA,NA,NA,NA,NA,NA
"4897","0","0",NA,NA,NA,NA,NA,NA
"4898","0","0",NA,NA,NA,NA,NA,NA
"4899","0","0",NA,NA,NA,NA,NA,NA
"4900","0","0",NA,NA,NA,NA,NA,NA
"4901","0","0",NA,NA,NA,NA,NA,NA
"4902","0","0",NA,NA,NA,NA,NA,NA
"4903","0","0",NA,NA,NA,NA,NA,NA
"4904","0","0",NA,NA,NA,NA,NA,NA
"4905","0","0",NA,NA,NA,NA,NA,NA
"4906","0","0",NA,NA,NA,NA,NA,NA
"4907","0","0",NA,NA,NA,NA,NA,NA
"4908","0","0",NA,NA,NA,NA,NA,NA
"4909","0","0",NA,NA,NA,NA,NA,NA
"4910","0","0",NA,NA,NA,NA,NA,NA
"4911","0","0",NA,NA,NA,NA,NA,NA
"4912","0","0",NA,NA,NA,NA,NA,NA
"4913","0","0",NA,NA,NA,NA,NA,NA
"4914","0","0",NA,NA,NA,NA,NA,NA
"4915","0","0",NA,NA,NA,NA,NA,NA
"4916","0","0",NA,NA,NA,NA,NA,NA
"4917","0","0",NA,NA,NA,NA,NA,NA
"4918","0","0",NA,NA,NA,NA,NA,NA
"4919","0","0",NA,NA,NA,NA,NA,NA
"4920","0","0",NA,NA,NA,NA,NA,NA
"4921","0","0",NA,NA,NA,NA,NA,NA
"4922","0","0",NA,NA,NA,NA,NA,NA
"4923","0","0",NA,NA,NA,NA,NA,NA
"4924","0","0",NA,NA,NA,NA,NA,NA
"4925","0","0",NA,NA,NA,NA,NA,NA
"4926","0","0",NA,NA,NA,NA,NA,NA
"4927","0","0",NA,NA,NA,NA,NA,NA
"4928","0","0",NA,NA,NA,NA,NA,NA
"4929","0","0",NA,NA,NA,NA,NA,NA
"4930","0","0",NA,NA,NA,NA,NA,NA
"4931","0","0",NA,NA,NA,NA,NA,NA
"4932","0","0",NA,NA,NA,NA,NA,NA
"4933","0","0",NA,NA,NA,NA,NA,NA
"4934","0","0",NA,NA,NA,NA,NA,NA
"4935","0","0",NA,NA,NA,NA,NA,NA
"4936","0","0",NA,NA,NA,NA,NA,NA
"4937","0","0",NA,NA,NA,NA,NA,NA
"4938","0","0",NA,NA,NA,NA,NA,NA
"4939","0","0",NA,NA,NA,NA,NA,NA
"4940","0","0",NA,NA,NA,NA,NA,NA
"4941","0","0",NA,NA,NA,NA,NA,NA
"4942","0","0",NA,NA,NA,NA,NA,NA
"4943","0","0",NA,NA,NA,NA,NA,NA
"4944","0","0",NA,NA,NA,NA,NA,NA
"4945","0","0",NA,NA,NA,NA,NA,NA
"4946","0","0",NA,NA,NA,NA,NA,NA
"4947","0","0",NA,NA,NA,NA,NA,NA
"4948","0","0",NA,NA,NA,NA,NA,NA
"4949","0","0",NA,NA,NA,NA,NA,NA
"4950","0","0",NA,NA,NA,NA,NA,NA
"4951","0","0",NA,NA,NA,NA,NA,NA
"4952","0","0",NA,NA,NA,NA,NA,NA
"4953","0","0",NA,NA,NA,NA,NA,NA
"4954","0","0",NA,NA,NA,NA,NA,NA
"4955","0","0",NA,NA,NA,NA,NA,NA
"4956","0","0",NA,NA,NA,NA,NA,NA
"4957","0","0",NA,NA,NA,NA,NA,NA
"4958","0","0",NA,NA,NA,NA,NA,NA
"4959","0","0",NA,NA,NA,NA,NA,NA
"4960","0","0",NA,NA,NA,NA,NA,NA
"4961","0","0",NA,NA,NA,NA,NA,NA
"4962","0","0",NA,NA,NA,NA,NA,NA
"4963","0","0",NA,NA,NA,NA,NA,NA
"4964","0","0",NA,NA,NA,NA,NA,NA
"4965","0","0",NA,NA,NA,NA,NA,NA
"4966","0","0",NA,NA,NA,NA,NA,NA
"4967","0","0",NA,NA,NA,NA,NA,NA
"4968","0","0",NA,NA,NA,NA,NA,NA
"4969","0","0",NA,NA,NA,NA,NA,NA
"4970","0","0",NA,NA,NA,NA,NA,NA
"4971","0","0",NA,NA,NA,NA,NA,NA
"4972","0","0",NA,NA,NA,NA,NA,NA
"4973","0","0",NA,NA,NA,NA,NA,NA
"4974","0","0",NA,NA,NA,NA,NA,NA
"4975","0","0",NA,NA,NA,NA,NA,NA
"4976","0","0",NA,NA,NA,NA,NA,NA
"4977","0","0",NA,NA,NA,NA,NA,NA
"4978","0","0",NA,NA,NA,NA,NA,NA
"4979","0","0",NA,NA,NA,NA,NA,NA
"4980","0","0",NA,NA,NA,NA,NA,NA
"4981","0","0",NA,NA,NA,NA,NA,NA
"4982","0","0",NA,NA,NA,NA,NA,NA
"4983","0","0",NA,NA,NA,NA,NA,NA
"4984","0","0",NA,NA,NA,NA,NA,NA
"4985","0","0",NA,NA,NA,NA,NA,NA
"4986","0","0",NA,NA,NA,NA,NA,NA
"4987","0","0",NA,NA,NA,NA,NA,NA
"4988","0","0",NA,NA,NA,NA,NA,NA
"4989","0","0",NA,NA,NA,NA,NA,NA
"4990","0","0",NA,NA,NA,NA,NA,NA
"4991","0","0",NA,NA,NA,NA,NA,NA
"4992","0","0",NA,NA,NA,NA,NA,NA
"4993","0","0",NA,NA,NA,NA,NA,NA
"4994","0","0",NA,NA,NA,NA,NA,NA
"4995","0","0",NA,NA,NA,NA,NA,NA
"4996","0","0",NA,NA,NA,NA,NA,NA
"4997","0","0",NA,NA,NA,NA,NA,NA
"4998","0","0",NA,NA,NA,NA,NA,NA
"4999","0","0",NA,NA,NA,NA,NA,NA
"5000","0","0",NA,NA,NA,NA,NA,NA
"5001","0","0",NA,NA,NA,NA,NA,NA
"5002","0","0",NA,NA,NA,NA,NA,NA
"5003","0","0",NA,NA,NA,NA,NA,NA
"5004","0","0",NA,NA,NA,NA,NA,NA
"5005","0","0",NA,NA,NA,NA,NA,NA
"5006","0","0",NA,NA,NA,NA,NA,NA
"5007","0","0",NA,NA,NA,NA,NA,NA
"5008","0","0",NA,NA,NA,NA,NA,NA
"5009","0","0",NA,NA,NA,NA,NA,NA
"5010","0","0",NA,NA,NA,NA,NA,NA
"5011","0","0",NA,NA,NA,NA,NA,NA
"5012","0","0",NA,NA,NA,NA,NA,NA
"5013","0","0",NA,NA,NA,NA,NA,NA
"5014","0","0",NA,NA,NA,NA,NA,NA
"5015","0","0",NA,NA,NA,NA,NA,NA
"5016","0","0",NA,NA,NA,NA,NA,NA
"5017","0","0",NA,NA,NA,NA,NA,NA
"5018","0","0",NA,NA,NA,NA,NA,NA
"5019","0","0",NA,NA,NA,NA,NA,NA
"5020","0","0",NA,NA,NA,NA,NA,NA
"5021","0","0",NA,NA,NA,NA,NA,NA
"5022","0","0",NA,NA,NA,NA,NA,NA
"5023","0","0",NA,NA,NA,NA,NA,NA
"5024","0","0",NA,NA,NA,NA,NA,NA
"5025","0","0",NA,NA,NA,NA,NA,NA
"5026","0","0",NA,NA,NA,NA,NA,NA
"5027","0","0",NA,NA,NA,NA,NA,NA
"5028","0","0",NA,NA,NA,NA,NA,NA
"5029","0","0",NA,NA,NA,NA,NA,NA
"5030","0","0",NA,NA,NA,NA,NA,NA
"5031","0","0",NA,NA,NA,NA,NA,NA
"5032","0","0",NA,NA,NA,NA,NA,NA
"5033","0","0",NA,NA,NA,NA,NA,NA
"5034","0","0",NA,NA,NA,NA,NA,NA
"5035","0","0",NA,NA,NA,NA,NA,NA
"5036","0","0",NA,NA,NA,NA,NA,NA
"5037","0","0",NA,NA,NA,NA,NA,NA
"5038","0","0",NA,NA,NA,NA,NA,NA
"5039","0","0",NA,NA,NA,NA,NA,NA
"5040","0","0",NA,NA,NA,NA,NA,NA
"5041","0","0",NA,NA,NA,NA,NA,NA
"5042","0","0",NA,NA,NA,NA,NA,NA
"5043","0","0",NA,NA,NA,NA,NA,NA
"5044","0","0",NA,NA,NA,NA,NA,NA
"5045","0","0",NA,NA,NA,NA,NA,NA
"5046","0","0",NA,NA,NA,NA,NA,NA
"5047","0","0",NA,NA,NA,NA,NA,NA
"5048","0","0",NA,NA,NA,NA,NA,NA
"5049","0","0",NA,NA,NA,NA,NA,NA
"5050","0","0",NA,NA,NA,NA,NA,NA
"5051","0","0",NA,NA,NA,NA,NA,NA
"5052","0","0",NA,NA,NA,NA,NA,NA
"5053","0","0",NA,NA,NA,NA,NA,NA
"5054","0","0",NA,NA,NA,NA,NA,NA
"5055","0","0",NA,NA,NA,NA,NA,NA
"5056","0","0",NA,NA,NA,NA,NA,NA
"5057","0","0",NA,NA,NA,NA,NA,NA
"5058","0","0",NA,NA,NA,NA,NA,NA
"5059","0","0",NA,NA,NA,NA,NA,NA
"5060","0","0",NA,NA,NA,NA,NA,NA
"5061","0","0",NA,NA,NA,NA,NA,NA
"5062","0","0",NA,NA,NA,NA,NA,NA
"5063","0","0",NA,NA,NA,NA,NA,NA
"5064","0","0",NA,NA,NA,NA,NA,NA
"5065","0","0",NA,NA,NA,NA,NA,NA
"5066","0","0",NA,NA,NA,NA,NA,NA
"5067","0","0",NA,NA,NA,NA,NA,NA
"5068","0","0",NA,NA,NA,NA,NA,NA
"5069","0","0",NA,NA,NA,NA,NA,NA
"5070","0","0",NA,NA,NA,NA,NA,NA
"5071","0","0",NA,NA,NA,NA,NA,NA
"5072","0","0",NA,NA,NA,NA,NA,NA
"5073","0","0",NA,NA,NA,NA,NA,NA
"5074","0","0",NA,NA,NA,NA,NA,NA
"5075","0","0",NA,NA,NA,NA,NA,NA
"5076","0","0",NA,NA,NA,NA,NA,NA
"5077","0","0",NA,NA,NA,NA,NA,NA
"5078","0","0",NA,NA,NA,NA,NA,NA
"5079","0","0",NA,NA,NA,NA,NA,NA
"5080","0","0",NA,NA,NA,NA,NA,NA
"5081","0","0",NA,NA,NA,NA,NA,NA
"5082","0","0",NA,NA,NA,NA,NA,NA
"5083","0","0",NA,NA,NA,NA,NA,NA
"5084","0","0",NA,NA,NA,NA,NA,NA
"5085","0","0",NA,NA,NA,NA,NA,NA
"5086","0","0",NA,NA,NA,NA,NA,NA
"5087","0","0",NA,NA,NA,NA,NA,NA
"5088","0","0",NA,NA,NA,NA,NA,NA
"5089","0","0",NA,NA,NA,NA,NA,NA
"5090","0","0",NA,NA,NA,NA,NA,NA
"5091","0","0",NA,NA,NA,NA,NA,NA
"5092","0","0",NA,NA,NA,NA,NA,NA
"5093","0","0",NA,NA,NA,NA,NA,NA
"5094","0","0",NA,NA,NA,NA,NA,NA
"5095","0","0",NA,NA,NA,NA,NA,NA
"5096","0","0",NA,NA,NA,NA,NA,NA
"5097","0","0",NA,NA,NA,NA,NA,NA
"5098","0","0",NA,NA,NA,NA,NA,NA
"5099","0","0",NA,NA,NA,NA,NA,NA
"5100","0","0",NA,NA,NA,NA,NA,NA
"5101","0","0",NA,NA,NA,NA,NA,NA
"5102","0","0",NA,NA,NA,NA,NA,NA
"5103","0","0",NA,NA,NA,NA,NA,NA
"5104","0","0",NA,NA,NA,NA,NA,NA
"5105","0","0",NA,NA,NA,NA,NA,NA
"5106","0","0",NA,NA,NA,NA,NA,NA
"5107","0","0",NA,NA,NA,NA,NA,NA
"5108","0","0",NA,NA,NA,NA,NA,NA
"5109","0","0",NA,NA,NA,NA,NA,NA
"5110","0","0",NA,NA,NA,NA,NA,NA
"5111","0","0",NA,NA,NA,NA,NA,NA
"5112","0","0",NA,NA,NA,NA,NA,NA
"5113","0","0",NA,NA,NA,NA,NA,NA
"5114","0","0",NA,NA,NA,NA,NA,NA
"5115","0","0",NA,NA,NA,NA,NA,NA
"5116","0","0",NA,NA,NA,NA,NA,NA
"5117","0","0",NA,NA,NA,NA,NA,NA
"5118","0","0",NA,NA,NA,NA,NA,NA
"5119","0","0",NA,NA,NA,NA,NA,NA
"5120","0","0",NA,NA,NA,NA,NA,NA
"5121","0","0",NA,NA,NA,NA,NA,NA
"5122","0","0",NA,NA,NA,NA,NA,NA
"5123","0","0",NA,NA,NA,NA,NA,NA
"5124","0","0",NA,NA,NA,NA,NA,NA
"5125","0","0",NA,NA,NA,NA,NA,NA
"5126","0","0",NA,NA,NA,NA,NA,NA
"5127","0","0",NA,NA,NA,NA,NA,NA
"5128","0","0",NA,NA,NA,NA,NA,NA
"5129","0","0",NA,NA,NA,NA,NA,NA
"5130","0","0",NA,NA,NA,NA,NA,NA
"5131","0","0",NA,NA,NA,NA,NA,NA
"5132","0","0",NA,NA,NA,NA,NA,NA
"5133","0","0",NA,NA,NA,NA,NA,NA
"5134","0","0",NA,NA,NA,NA,NA,NA
"5135","0","0",NA,NA,NA,NA,NA,NA
"5136","0","0",NA,NA,NA,NA,NA,NA
"5137","0","0",NA,NA,NA,NA,NA,NA
"5138","0","0",NA,NA,NA,NA,NA,NA
"5139","0","0",NA,NA,NA,NA,NA,NA
"5140","0","0",NA,NA,NA,NA,NA,NA
"5141","0","0",NA,NA,NA,NA,NA,NA
"5142","0","0",NA,NA,NA,NA,NA,NA
"5143","0","0",NA,NA,NA,NA,NA,NA
"5144","0","0",NA,NA,NA,NA,NA,NA
"5145","0","0",NA,NA,NA,NA,NA,NA
"5146","0","0",NA,NA,NA,NA,NA,NA
"5147","0","0",NA,NA,NA,NA,NA,NA
"5148","0","0",NA,NA,NA,NA,NA,NA
"5149","0","0",NA,NA,NA,NA,NA,NA
"5150","0","0",NA,NA,NA,NA,NA,NA
"5151","0","0",NA,NA,NA,NA,NA,NA
"5152","0","0",NA,NA,NA,NA,NA,NA
"5153","0","0",NA,NA,NA,NA,NA,NA
"5154","0","0",NA,NA,NA,NA,NA,NA
"5155","0","0",NA,NA,NA,NA,NA,NA
"5156","0","0",NA,NA,NA,NA,NA,NA
"5157","0","0",NA,NA,NA,NA,NA,NA
"5158","0","0",NA,NA,NA,NA,NA,NA
"5159","0","0",NA,NA,NA,NA,NA,NA
